,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,combination_course_key,course_student_combination_key,date_registration,date_unregistration
387,AAA,2014J,31600,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,AAA2014J,AAA2014J31600,-52.0,
388,AAA,2014J,46844,M,North Region,HE Qualification,30-40%,35-55,0,60,N,Pass,AAA2014J,AAA2014J46844,-74.0,
389,AAA,2014J,52765,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,120,N,Pass,AAA2014J,AAA2014J52765,-22.0,
390,AAA,2014J,55104,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,AAA2014J,AAA2014J55104,-87.0,
391,AAA,2014J,58071,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass,AAA2014J,AAA2014J58071,-72.0,
392,AAA,2014J,58316,F,Wales,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,AAA2014J,AAA2014J58316,-80.0,
393,AAA,2014J,62487,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,AAA2014J,AAA2014J62487,-50.0,
394,AAA,2014J,63165,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,AAA2014J,AAA2014J63165,-82.0,
395,AAA,2014J,65002,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,N,Fail,AAA2014J,AAA2014J65002,-144.0,
396,AAA,2014J,70011,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass,AAA2014J,AAA2014J70011,-78.0,
397,AAA,2014J,75255,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,AAA2014J,AAA2014J75255,-58.0,
398,AAA,2014J,79403,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn,AAA2014J,AAA2014J79403,-23.0,164.0
399,AAA,2014J,85092,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,AAA2014J,AAA2014J85092,-52.0,
400,AAA,2014J,85144,M,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,AAA2014J,AAA2014J85144,-41.0,
401,AAA,2014J,85302,M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,AAA2014J,AAA2014J85302,-72.0,
402,AAA,2014J,87431,M,South East Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,AAA2014J,AAA2014J87431,-106.0,235.0
403,AAA,2014J,94961,M,South Region,Lower Than A Level,70-80%,35-55,1,60,N,Pass,AAA2014J,AAA2014J94961,-150.0,
404,AAA,2014J,95755,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,AAA2014J,AAA2014J95755,-80.0,241.0
405,AAA,2014J,101116,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,AAA2014J,AAA2014J101116,-80.0,
406,AAA,2014J,107489,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Pass,AAA2014J,AAA2014J107489,-81.0,
407,AAA,2014J,108872,M,London Region,HE Qualification,80-90%,55<=,0,60,N,Pass,AAA2014J,AAA2014J108872,-80.0,
408,AAA,2014J,109155,F,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass,AAA2014J,AAA2014J109155,-80.0,
409,AAA,2014J,111512,M,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,AAA2014J,AAA2014J111512,-16.0,
410,AAA,2014J,117818,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,AAA2014J,AAA2014J117818,-92.0,
411,AAA,2014J,119902,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,AAA2014J,AAA2014J119902,-31.0,207.0
412,AAA,2014J,121349,F,South West Region,A Level or Equivalent,40-50%,35-55,1,60,N,Pass,AAA2014J,AAA2014J121349,-28.0,
413,AAA,2014J,124064,F,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,Distinction,AAA2014J,AAA2014J124064,-44.0,
414,AAA,2014J,125018,M,South Region,HE Qualification,70-80%,35-55,0,60,N,Pass,AAA2014J,AAA2014J125018,-36.0,
415,AAA,2014J,129955,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,60,N,Withdrawn,AAA2014J,AAA2014J129955,-143.0,143.0
416,AAA,2014J,130034,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,AAA2014J,AAA2014J130034,-82.0,
417,AAA,2014J,130547,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,AAA2014J,AAA2014J130547,-25.0,
418,AAA,2014J,130636,M,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,AAA2014J,AAA2014J130636,-68.0,
419,AAA,2014J,131390,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,AAA2014J,AAA2014J131390,-115.0,
420,AAA,2014J,133816,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,AAA2014J,AAA2014J133816,-15.0,
421,AAA,2014J,133922,M,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,AAA2014J,AAA2014J133922,-110.0,
422,AAA,2014J,135335,F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn,AAA2014J,AAA2014J135335,-82.0,24.0
423,AAA,2014J,135400,F,South East Region,Lower Than A Level,90-100%,35-55,1,60,Y,Pass,AAA2014J,AAA2014J135400,-51.0,
424,AAA,2014J,135471,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Distinction,AAA2014J,AAA2014J135471,-149.0,
425,AAA,2014J,139033,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Fail,AAA2014J,AAA2014J139033,-46.0,
426,AAA,2014J,141377,M,South West Region,A Level or Equivalent,90-100%,0-35,1,210,N,Pass,AAA2014J,AAA2014J141377,-127.0,
427,AAA,2014J,141506,M,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,AAA2014J,AAA2014J141506,-28.0,
428,AAA,2014J,146503,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,120,Y,Pass,AAA2014J,AAA2014J146503,-30.0,
429,AAA,2014J,147756,M,North Region,Lower Than A Level,60-70%,0-35,1,120,N,Pass,AAA2014J,AAA2014J147756,-41.0,
430,AAA,2014J,148993,F,North Western Region,A Level or Equivalent,30-40%,35-55,1,60,Y,Pass,AAA2014J,AAA2014J148993,-154.0,
431,AAA,2014J,149741,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,AAA2014J,AAA2014J149741,-74.0,
432,AAA,2014J,149962,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,AAA2014J,AAA2014J149962,-92.0,
433,AAA,2014J,151587,F,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,AAA2014J,AAA2014J151587,-129.0,234.0
434,AAA,2014J,152668,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,AAA2014J,AAA2014J152668,-72.0,104.0
435,AAA,2014J,155984,F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,N,Pass,AAA2014J,AAA2014J155984,-156.0,
436,AAA,2014J,158707,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,AAA2014J,AAA2014J158707,-57.0,172.0
437,AAA,2014J,159954,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,1,60,N,Withdrawn,AAA2014J,AAA2014J159954,-24.0,201.0
438,AAA,2014J,164944,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass,AAA2014J,AAA2014J164944,-148.0,
439,AAA,2014J,165226,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,AAA2014J,AAA2014J165226,-22.0,
440,AAA,2014J,167961,M,South West Region,HE Qualification,70-80%,55<=,0,60,N,Pass,AAA2014J,AAA2014J167961,-44.0,
441,AAA,2014J,174024,M,North Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,AAA2014J,AAA2014J174024,-85.0,
442,AAA,2014J,174094,F,South East Region,Lower Than A Level,30-40%,35-55,0,60,Y,Pass,AAA2014J,AAA2014J174094,-89.0,
443,AAA,2014J,174745,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,AAA2014J,AAA2014J174745,-30.0,
444,AAA,2014J,175447,M,London Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,AAA2014J,AAA2014J175447,-115.0,
445,AAA,2014J,175772,F,East Anglian Region,HE Qualification,90-100%,35-55,0,270,N,Withdrawn,AAA2014J,AAA2014J175772,-45.0,67.0
446,AAA,2014J,183057,M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Pass,AAA2014J,AAA2014J183057,-23.0,
447,AAA,2014J,185350,M,Yorkshire Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,AAA2014J,AAA2014J185350,-22.0,
448,AAA,2014J,188278,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,1,60,N,Pass,AAA2014J,AAA2014J188278,-64.0,
449,AAA,2014J,199636,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,AAA2014J,AAA2014J199636,-30.0,
450,AAA,2014J,199897,M,East Midlands Region,HE Qualification,10-20,35-55,0,60,N,Pass,AAA2014J,AAA2014J199897,3.0,
451,AAA,2014J,200804,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,AAA2014J,AAA2014J200804,-80.0,
452,AAA,2014J,205494,M,South West Region,HE Qualification,30-40%,35-55,0,60,N,Pass,AAA2014J,AAA2014J205494,-45.0,
453,AAA,2014J,228021,M,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,AAA2014J,AAA2014J228021,-68.0,
454,AAA,2014J,228383,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,60,N,Pass,AAA2014J,AAA2014J228383,-21.0,
455,AAA,2014J,232307,M,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,AAA2014J,AAA2014J232307,-107.0,
456,AAA,2014J,235068,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,AAA2014J,AAA2014J235068,-156.0,
457,AAA,2014J,235507,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,1,180,N,Pass,AAA2014J,AAA2014J235507,-135.0,
458,AAA,2014J,236875,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,AAA2014J,AAA2014J236875,-20.0,
459,AAA,2014J,237274,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,AAA2014J,AAA2014J237274,-155.0,
460,AAA,2014J,243510,F,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,AAA2014J,AAA2014J243510,-16.0,
461,AAA,2014J,244246,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,AAA2014J,AAA2014J244246,-137.0,
462,AAA,2014J,248581,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,AAA2014J,AAA2014J248581,-61.0,
463,AAA,2014J,252073,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass,AAA2014J,AAA2014J252073,-5.0,
464,AAA,2014J,254625,M,Wales,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction,AAA2014J,AAA2014J254625,-50.0,
465,AAA,2014J,258587,M,South West Region,A Level or Equivalent,10-20,35-55,0,60,N,Distinction,AAA2014J,AAA2014J258587,-109.0,
466,AAA,2014J,260355,F,London Region,A Level or Equivalent,80-90%,35-55,1,120,N,Withdrawn,AAA2014J,AAA2014J260355,-156.0,-87.0
467,AAA,2014J,260623,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,AAA2014J,AAA2014J260623,-28.0,
468,AAA,2014J,263251,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,AAA2014J,AAA2014J263251,-73.0,
469,AAA,2014J,263543,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,AAA2014J,AAA2014J263543,-56.0,
470,AAA,2014J,263952,M,North Region,Lower Than A Level,,35-55,0,60,N,Distinction,AAA2014J,AAA2014J263952,-38.0,
471,AAA,2014J,266524,F,South Region,A Level or Equivalent,30-40%,0-35,0,240,N,Pass,AAA2014J,AAA2014J266524,-134.0,
472,AAA,2014J,268733,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,120,N,Fail,AAA2014J,AAA2014J268733,-10.0,
473,AAA,2014J,273346,M,East Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,AAA2014J,AAA2014J273346,-155.0,
474,AAA,2014J,274947,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,AAA2014J,AAA2014J274947,-43.0,229.0
475,AAA,2014J,275674,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,AAA2014J,AAA2014J275674,-155.0,132.0
476,AAA,2014J,275792,F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Pass,AAA2014J,AAA2014J275792,-37.0,
477,AAA,2014J,277123,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,AAA2014J,AAA2014J277123,-20.0,
478,AAA,2014J,277880,F,South East Region,A Level or Equivalent,60-70%,0-35,1,120,N,Withdrawn,AAA2014J,AAA2014J277880,-11.0,158.0
479,AAA,2014J,281077,F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Pass,AAA2014J,AAA2014J281077,-103.0,
480,AAA,2014J,281636,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,AAA2014J,AAA2014J281636,-73.0,
481,AAA,2014J,285315,M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,Pass,AAA2014J,AAA2014J285315,-36.0,
482,AAA,2014J,287040,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,90,N,Pass,AAA2014J,AAA2014J287040,-155.0,
483,AAA,2014J,287204,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,AAA2014J,AAA2014J287204,-79.0,
484,AAA,2014J,287210,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,AAA2014J,AAA2014J287210,-156.0,
485,AAA,2014J,288994,M,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,AAA2014J,AAA2014J288994,-10.0,
486,AAA,2014J,289449,M,East Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass,AAA2014J,AAA2014J289449,-122.0,
487,AAA,2014J,290164,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,AAA2014J,AAA2014J290164,-88.0,
488,AAA,2014J,292525,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,AAA2014J,AAA2014J292525,-52.0,
489,AAA,2014J,292775,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,AAA2014J,AAA2014J292775,-35.0,
490,AAA,2014J,293824,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,AAA2014J,AAA2014J293824,-50.0,
491,AAA,2014J,294496,M,North Western Region,A Level or Equivalent,10-20,35-55,0,60,Y,Pass,AAA2014J,AAA2014J294496,-147.0,
492,AAA,2014J,294655,M,Wales,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,AAA2014J,AAA2014J294655,-49.0,
493,AAA,2014J,295060,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,AAA2014J,AAA2014J295060,-66.0,
494,AAA,2014J,295075,M,South Region,HE Qualification,70-80%,55<=,0,60,N,Pass,AAA2014J,AAA2014J295075,-114.0,
495,AAA,2014J,296424,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,AAA2014J,AAA2014J296424,-84.0,
496,AAA,2014J,298034,M,Scotland,A Level or Equivalent,70-80%,35-55,0,120,N,Fail,AAA2014J,AAA2014J298034,-49.0,
497,AAA,2014J,298838,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,AAA2014J,AAA2014J298838,-66.0,
498,AAA,2014J,301967,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,AAA2014J,AAA2014J301967,-35.0,
499,AAA,2014J,302476,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,AAA2014J,AAA2014J302476,-156.0,
500,AAA,2014J,303521,F,Ireland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,AAA2014J,AAA2014J303521,-108.0,
501,AAA,2014J,303985,F,Scotland,HE Qualification,70-80%,0-35,1,60,N,Pass,AAA2014J,AAA2014J303985,-24.0,
502,AAA,2014J,304465,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,AAA2014J,AAA2014J304465,-135.0,
503,AAA,2014J,306646,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,AAA2014J,AAA2014J306646,-22.0,
504,AAA,2014J,309142,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,AAA2014J,AAA2014J309142,-38.0,
505,AAA,2014J,310412,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,AAA2014J,AAA2014J310412,-81.0,
506,AAA,2014J,311235,M,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,AAA2014J,AAA2014J311235,-123.0,
507,AAA,2014J,311659,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,AAA2014J,AAA2014J311659,2.0,
508,AAA,2014J,313937,M,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass,AAA2014J,AAA2014J313937,-32.0,
509,AAA,2014J,315076,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,AAA2014J,AAA2014J315076,-22.0,
510,AAA,2014J,315744,M,Scotland,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,AAA2014J,AAA2014J315744,-53.0,
511,AAA,2014J,323370,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,AAA2014J,AAA2014J323370,-53.0,
512,AAA,2014J,323805,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,180,N,Withdrawn,AAA2014J,AAA2014J323805,-144.0,-101.0
513,AAA,2014J,328024,M,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,AAA2014J,AAA2014J328024,-45.0,
514,AAA,2014J,328734,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,180,N,Withdrawn,AAA2014J,AAA2014J328734,-144.0,-47.0
515,AAA,2014J,329659,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Fail,AAA2014J,AAA2014J329659,-128.0,
516,AAA,2014J,330594,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,AAA2014J,AAA2014J330594,-14.0,
517,AAA,2014J,331358,F,South Region,HE Qualification,90-100%,35-55,1,60,N,Distinction,AAA2014J,AAA2014J331358,-150.0,
518,AAA,2014J,332884,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,AAA2014J,AAA2014J332884,-29.0,
519,AAA,2014J,334441,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Fail,AAA2014J,AAA2014J334441,-154.0,
520,AAA,2014J,335247,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,AAA2014J,AAA2014J335247,-29.0,
521,AAA,2014J,335764,F,South East Region,A Level or Equivalent,20-30%,0-35,1,60,N,Pass,AAA2014J,AAA2014J335764,-108.0,
522,AAA,2014J,337748,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,AAA2014J,AAA2014J337748,-70.0,165.0
523,AAA,2014J,338407,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,AAA2014J,AAA2014J338407,-67.0,
524,AAA,2014J,341876,M,East Anglian Region,HE Qualification,10-20,0-35,0,120,N,Withdrawn,AAA2014J,AAA2014J341876,-155.0,72.0
525,AAA,2014J,342007,F,West Midlands Region,HE Qualification,70-80%,0-35,1,60,N,Pass,AAA2014J,AAA2014J342007,-130.0,
526,AAA,2014J,345440,M,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass,AAA2014J,AAA2014J345440,-46.0,
527,AAA,2014J,345519,F,North Region,A Level or Equivalent,,0-35,0,60,N,Pass,AAA2014J,AAA2014J345519,-88.0,
528,AAA,2014J,346118,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass,AAA2014J,AAA2014J346118,-148.0,
529,AAA,2014J,348275,M,Scotland,HE Qualification,40-50%,35-55,0,120,N,Withdrawn,AAA2014J,AAA2014J348275,-103.0,128.0
530,AAA,2014J,348807,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,AAA2014J,AAA2014J348807,-22.0,
531,AAA,2014J,350156,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,AAA2014J,AAA2014J350156,-50.0,
532,AAA,2014J,350939,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,AAA2014J,AAA2014J350939,-124.0,
533,AAA,2014J,351336,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,AAA2014J,AAA2014J351336,-130.0,
534,AAA,2014J,353665,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,AAA2014J,AAA2014J353665,-51.0,
535,AAA,2014J,354170,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,AAA2014J,AAA2014J354170,-124.0,
536,AAA,2014J,356170,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,Pass,AAA2014J,AAA2014J356170,-149.0,
537,AAA,2014J,358182,M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,AAA2014J,AAA2014J358182,-96.0,
538,AAA,2014J,364957,F,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,Pass,AAA2014J,AAA2014J364957,-37.0,
539,AAA,2014J,369834,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,AAA2014J,AAA2014J369834,-74.0,227.0
540,AAA,2014J,371710,M,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,AAA2014J,AAA2014J371710,-128.0,
541,AAA,2014J,373872,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,AAA2014J,AAA2014J373872,-25.0,
542,AAA,2014J,375260,M,Ireland,HE Qualification,,0-35,0,60,N,Pass,AAA2014J,AAA2014J375260,-122.0,
543,AAA,2014J,375646,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,AAA2014J,AAA2014J375646,-38.0,
544,AAA,2014J,377546,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Distinction,AAA2014J,AAA2014J377546,-37.0,
545,AAA,2014J,381642,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,AAA2014J,AAA2014J381642,-88.0,229.0
546,AAA,2014J,382095,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,AAA2014J,AAA2014J382095,-88.0,
547,AAA,2014J,383180,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,AAA2014J,AAA2014J383180,-88.0,172.0
548,AAA,2014J,383600,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,AAA2014J,AAA2014J383600,-32.0,
549,AAA,2014J,383723,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass,AAA2014J,AAA2014J383723,-113.0,
550,AAA,2014J,384203,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Pass,AAA2014J,AAA2014J384203,-155.0,
551,AAA,2014J,384725,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,AAA2014J,AAA2014J384725,-137.0,
552,AAA,2014J,387533,M,Scotland,HE Qualification,50-60%,35-55,0,60,N,Fail,AAA2014J,AAA2014J387533,-50.0,
553,AAA,2014J,387954,F,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,AAA2014J,AAA2014J387954,-150.0,18.0
554,AAA,2014J,388147,F,South West Region,A Level or Equivalent,10-20,35-55,0,300,N,Fail,AAA2014J,AAA2014J388147,-84.0,
555,AAA,2014J,390890,M,Scotland,A Level or Equivalent,0-10%,0-35,1,90,N,Pass,AAA2014J,AAA2014J390890,-65.0,
556,AAA,2014J,391249,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Distinction,AAA2014J,AAA2014J391249,-25.0,
557,AAA,2014J,396599,F,South Region,Lower Than A Level,60-70%,0-35,0,120,Y,Fail,AAA2014J,AAA2014J396599,-67.0,
558,AAA,2014J,396655,F,South Region,Lower Than A Level,40-50%,0-35,0,180,Y,Fail,AAA2014J,AAA2014J396655,-37.0,
559,AAA,2014J,398171,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,AAA2014J,AAA2014J398171,-42.0,
560,AAA,2014J,398349,F,East Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Pass,AAA2014J,AAA2014J398349,-108.0,
561,AAA,2014J,400147,M,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,AAA2014J,AAA2014J400147,-154.0,
562,AAA,2014J,400682,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,AAA2014J,AAA2014J400682,-115.0,
563,AAA,2014J,401404,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,180,N,Pass,AAA2014J,AAA2014J401404,-58.0,
564,AAA,2014J,402204,M,West Midlands Region,A Level or Equivalent,,35-55,0,60,N,Pass,AAA2014J,AAA2014J402204,-43.0,
565,AAA,2014J,402727,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Pass,AAA2014J,AAA2014J402727,-50.0,
566,AAA,2014J,402961,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,AAA2014J,AAA2014J402961,-140.0,
567,AAA,2014J,404356,F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,AAA2014J,AAA2014J404356,-81.0,
568,AAA,2014J,406671,M,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,AAA2014J,AAA2014J406671,-78.0,
569,AAA,2014J,406682,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,Distinction,AAA2014J,AAA2014J406682,-156.0,
570,AAA,2014J,409100,M,South East Region,HE Qualification,80-90%,35-55,0,60,N,Pass,AAA2014J,AAA2014J409100,-124.0,
571,AAA,2014J,409703,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,AAA2014J,AAA2014J409703,-78.0,
572,AAA,2014J,410092,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,AAA2014J,AAA2014J410092,-81.0,
573,AAA,2014J,411971,M,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,AAA2014J,AAA2014J411971,-44.0,
574,AAA,2014J,415969,M,West Midlands Region,HE Qualification,0-10%,35-55,1,60,N,Fail,AAA2014J,AAA2014J415969,-108.0,
575,AAA,2014J,418731,M,Ireland,A Level or Equivalent,70-80%,0-35,0,90,N,Fail,AAA2014J,AAA2014J418731,-85.0,
576,AAA,2014J,421455,F,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,AAA2014J,AAA2014J421455,-121.0,
577,AAA,2014J,424577,M,London Region,HE Qualification,10-20,0-35,0,120,N,Pass,AAA2014J,AAA2014J424577,-114.0,
578,AAA,2014J,429858,M,Ireland,Lower Than A Level,,0-35,0,300,N,Distinction,AAA2014J,AAA2014J429858,-53.0,
579,AAA,2014J,431025,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,150,N,Fail,AAA2014J,AAA2014J431025,-46.0,
